"ID","용역명","용역기간(시작)","용역기간(끝)","용역기관","필요성","연구개요"
"6397","서울시와 자치구의 재능기부 활동 실태분석 및 활성화 방안 연구용역","2012-08-27","2013-12-06","우석대학교 산학협력단","○ 재능기부의 실태파악으로 전략적 자원연계와 협력적인 네트워크 구축방안 마련   - 사회적으로 나눔문화 확산에 대한 공감형성과 전통적인 자원봉사활동의 세분화 특성화를 통해 최근 다양한 주체에 의한 재능기부 나눔이 활성화 추세임.   - 재능기부에 대한 사회적 관심과 달리 자원봉사 중 일반적인 노력봉사와는 차별화된 재능봉사에 대해서 그 사회적 중요성에 비해 관리가 제대로 되지 못하고 있음.   - 특히 국내의 나눔 및 기부문화에 관한 연구는 주로 현금(물) 기부와 사회복지차원에서의 자원봉사에 관한 연구가 주를 이루고 있어 재능기부에 대한 연구는 부족함.   - 따라서 재능기부 관련 국내 외 실태를 분석하고 이를 바탕으로 재능기부의 가능성에 대한 파악과 구체적인 근거 및 효과적인 실행방안을 제시할 필요가 있음.  ○ 민간 공공의 파트너쉽을 통한 새로운 사회문제 해결의 대안적 방식 제안   - 사회공헌 활동이 자선적 시혜적 차원의 기부활동에서 재능기부 나눔문화로 변화하고 있음   - 국내 기업들도 지역사회의 현안을 해결하는 최적의 맞춤형 봉사활동을 진행하고 있음","○ 용 역 명 : 서울시와 자치구의 재능기부 활동 실태분석 및 활성화방안 연구 ○ 용역기간 : 3개월('12.8월 ~ 10월) ○ 사 업 비 : 20백만원 ○ 용역수행방법   - 용역기간 : 우석대학교 산학협력단   - 계약방법 : 수의계약   - 수의계약 사유 : 지방자치단체를 당사자로 하는 계약에 관한 법률시행령 제25조 제5항에 의거 5천만원 이하의 용역 ○ 연구목적   - 국내외 재능기부의 운영실태를 파악하여 활성화의 장애요인 등 분석   - 재능기부의 활성화를 위한 법적 제도적 방안 민간 공공의 협력관계 모색 및 인센티부 방안을 강구   - 지역별 성공가능한 구체적인 적정운영 모형 제시"
"5525","서울특별시 수질오염총량관리 시행계획 수립","2012-08-09","2013-12-31","서울연구원","○ 한강수계 수질오염총량관리제의 성공적인 추진을 위하여 『서울특별시 수질오염총량관리 기본계획』의 실천적 계획의 수립이 필요하며  ○ 『한강수계 상수원 수질개선 및 주민지원 등에 관한 법률』 제8조의3 규정에 의거 『서울특별시 수질오염총량관리 시행계획』을 수립하여 지방환경관서의 승인을 받아야 함.","○ 과 업 명 : 서울특별시 수질오염총량관리 시행계획 수립 ○ 과업기간 :  2012. 9. ? 2013. 5월 (계약일로부터 9개월) ○ 수행기관 : 서울시정개발연구원  - 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제25조 제1항 8호 다목  - 서울특별시 시정개발연구원 육성조례 제4조 제1항 ○ 연구범위   - 지역적 범위 : 서울시내 전역   - 시간적 범위 : 2013?2020(8개년 계획) ○ 주요연구내용 : 수질오염총량관리 시행계획 수립   - 관련 법률 지침 등에 규정된 시행계획 수립내용과 방법에 따라 시행계획 보고서를 작성 환경부 승인"
"6187","한강교량 투신사고 방지시스템 연구용역","2012-08-02","2012-11-29","한국보건사회연구원","○ 한강교량 투신사고 방지대책에 대한 사회적 요구   - 1일 평균 0.5명꼴로 발생하고 있는 한강 교량 투신사고에 대해 그물망     모자상 설치 등 방지 대책 마련(서울시 시의회 행정자치위원회)   - 국회 국정감사 언론보도 등을 통한 사회적 이슈화 ○ 한강수난사고 대응시스템을 담당하고 있는 소방재난본부 뿐 아니라 교량관리부서    자살예방관련 부서 등도 활용할 수 있는 정책자료 필요   ※ 일반적인 자살대책에 관한 연구는 활성화되어 있으나 교량투신 연구결과는 없는 실정임","○ 한강교량 투신사고에 대한 사회적 문제 제기 및 대책 요구에 대한 전문 연구용역 수행 필요 ○ 국내외 자살현황 및 교량투신사고 현황 분석 및 제안 ○ 각종 투신사고 방지 시설물 및 관련제도 조사 및 한강 적용 타당성 연구 ○ 한강교량 투신사고 방지시설 설치에 대한 시민 인식 조사 ○ 한강교량 투신사고 방지시설 설치방안 및 설치 및 유지비용 추계"
"5478","관악산 생태경관보전지역 관리계획 수립 연구(2차년도)","2012-07-23","2013-07-17","동국대학교 산학협력단","○ 생태경관보전지역은 생물다양성이 풍부한 습지 산림 하천 등 보전 가치가 높은 지역으로서 시장이 지정 및 관리하는 지역임      ※ 생태경관보전지역 지정현황 : 17개소 4807327㎡(’11.7월 현재)  ○ 보전지역의 체계적이고 효율적인 관리를 위해 과학적 조사 진단 및 평가를 토대로 지역 특성에 적합한 관리계획을 수립 및 수행하여야 함   - 생태계 구성요소 상호간에 영향을 미치고 있으므로 무기환경 식물생태 (식물상 현존식생 등) 및 동물생태(조류 곤충류 양서 및 파충류 등) 분야별 전문가에 의한 정밀한 조사 및 분석이 필요함","○ 연구목적   - 생태경관보전지역의 생물종 다양성 확보 및 건강한 생태계 조성에 필요한 객관적이고 정밀한 자료를 확보   - 생태경관보전지역 특성에 적합한 종합 관리방안을 모색  ○ 추진근거   - 「자연환경보전법」 제23조(시도 생태경관보전지역의 지정 및 보전)   - 「서울특별시 자연환경보전 조례」 제9조(생태경관보전지역 관리계획)   - 「서울특별시 자연환경보전 조례 시행규칙」 제2조제1항     : 생태경관보전지역 지정 후 관리계획 수립 연구 최초 2년간 실시  ○ 대상지역 : 관악산(2차년도) 2011년도 신규지정지 1개소(1차년도)     ※ ’11.12월말 신규지정지 1개소 고시 예정(시정운영 4개년 계획)  ○ 연구내용   - 생물분포 및 서식현황 무기환경 등 4계절 조사   - 보전지역의 생태계 변화예측 및 관리방안 수립 등"
"5800","서울시 식생활 교육 계획 수립","2012-07-20","2013-01-31","서울교육대학교 산학협력단","○ 식생활교육지원법 제16조와 관련 지방자치단체는 국가 기본계획에 따라 시&#8228;도 식생활 교육계획을 5년마다 수립토록 되어 있음 ○ 최근 기후변화에 따른 환경위기로 실제 생활속의 녹색식생활 실천 필요와 잘못된 식생활로 인한 성인병 유병율이 높아지고 있어 범시민적 식생활교육의 체계적 추진 및 올바른 식문화 정착을 위한 서울시 식생활 교육 계획 수립이 절대적으로 필요","○ 서울시 식생활교육의 목표와 추진방향을 제시하고 가정 학교 지역 등에서실천할 수 있는 구체적인 방법 및 모델에 대한 연구 ○ 서울지역 특성에 맞는 생산자와 소비자 간 교류 촉진과 전통 식생활 문화의 계승?발전 식생활 체험활동의 활성화 등에 관한 연구 ○ 해외 사례 조사를 통한 서울시 적용 가능한 선진 사례 연구 ○ 그 밖에 식생활교육에 필요한 연구"
"6277","사회서비스 종사자 고용안정성 강화 시범사업 운영모델 개발 학술용역","2012-07-05","2012-12-10","서울시 복지재단","○ 사회서비스 종사자 대부분은 일용직 계약직 등 고용이 불안정한 비정규직 신분   - 특히 사회서비스 종사자 보수 수준은 법정 최저임금 수준에 불과한 상황으로 불안정하고 열악한 여건에서 근무 ○ 종사자 고용 및 지위의 불안은 결국 양질의 서비스 제공을 제약   - 사회서비스 종사자의 열악한 처우로 인해 전문적 역량을 갖춘 인력을 확보하기 어려운 실정으로 사회서비스 수준저하 우려 ○ 사회서비스 종사자의 지위 향상 및 고용안정성 강화를 위한 체계적인 실태조사&#65381;분석 및 개선대책 마련 필요","○ 추진근거 : 시장 지시사항(172번) ○ 연구기간 : 2012.5~2012.9월(5개월) ○ 소요예산 : 총 57009837원 ○ 연구내용  - 분야별 사회서비스 전수 조사 및 분석  - 정규직화 등 시범사업이 가능한 서비스 분야 발굴 및 범위 선정   - 시범사업 사회서비스 운영모델 도출  - 시범사업 모니터링 지표 개발"
"6059","서울특별시여성가족재단 성과진단 및 발전전략 수립 연구용역","2012-06-20","2013-01-19","경희대학교 산학협력단(주)썬랩","○ 시장 지시사항(149호 '11. 12월) : 시ㆍ출연기관 간 업무체계 재점검 ○ 시의회 행정사무감사 : 여성가족재단 정체성 정립에 대한 지적 반복   - '11년 10월 행정사무감사 : 여성가족재단의 정체성 정립 및 기능 강화 필요   - '10년 10월 행정사무감사 : 여성가족재단 자체 직접사업을 축소하고 서울시 정책지원 위주로 방향 전환 필요 ⇒ 재단 창립 10주년을 맞아 그동안의 운영 성과와 한계를 분석하여 새로운 정책환경에 대응하는 효율적인 조직으로 변화 모색 필요","○ 연구기관 : 일반경쟁입찰(협상에 의한 계약)에 의해 선정 ○ 연구기간 : 8개월(’12. 3월 ~ 11월) ○ 연구내용     - 여성가족재단 중장기 발전전략 설정을 위한 정책수요 및 환경 분석   - 새로운 요구에 따른 재단 비전 및 발전 전략체계 재정립   - 기존 사업구조 조정 전략 추진사업 및 신규사업 개발   - 재단 운영 효율화를 위한 조직 재설계 및 보상체계 수립"
"5838","한강 자연성 회복 기본계획 수립을 위한 연구용역","2012-05-30","2012-12-18","서울연구원","○ 우리시에서 기 추진한 한강 생태공원 조성사업 등의 성과와 문제점을 분석하고 향후 체계적인 추진 과제 제시 및 발전방안 모색 필요  ○ 한강공원의 생태성을 강화하고 보전 및 복원을 위한 올바른 방향을 설정을 통해 한강의 자연성 회복  ○ 한강공원을 찾는 이용시민의 증대로 생태공원 조성 및 친환경 시민 편의시설 설치 방안에 대한 연구 필요성 대두","○ 연구목적   - 기존 생태공원 조성사업의 성과와 한강의 생태환경을 정밀조사와 연구를 통해 심층있게 분석하여     향후 한강 친환경 생태복원을 위한 기본방향을 수립하고자 함.  ○ 연구대상범위   - 서울시 구간 한강본류 및 둔치 공원   - 연장 41.5km 면적 39.9㎢ (수역 30.8㎢ 공원 9.1㎢)  ○ 연구방법   - 서울시정개발연구원에 학술용역 의뢰 (수의계약)"
"5569","민간개발사업시 합리적 공공시설 확보방안 연구용역","2012-05-14","2013-05-13","명지대 산학협력단","○ 각종 개발사업 추진과정에서 발생하는 공공기여시설의 합리적 기준 및 필요  시설에 대한 사전 검증으로 지역내 필요한 공공시설이 적기에 제공될 수 있는 방안마련이 필요하며   ○ 공공기여시설의 수요파악 및 공급현황을 지속적으로 업데이트 하고 모니터링할 수 있는 종합시스템 마련필요","○ 지역내에서 확보하여야 할 공공기반시설의 종류 및 규모 검토     - 상위계획 및 관련부서의 공공기반시설 확보계획 및 수요조사   ○ 권역별/자치구별 지표분석 및 설문조사 분석     - 공급지표 서비스수준 및 질적 지표 표준화 시민만족도 및 희망시설   ○ 민간의 개발사업과 연계한 공공기반시설 확보방안 검토   ○ 합리적 공공시설 확보방안 마련     - 수요조사 및 지표분석결과 반영하여 공공시설 확보시스템 마련     - 합리적 공공시설시스템 운영 및 정기적 자료구축 &#8228; 활용 방안     - 도시계획포털 연계 및 도시계획위원회 심의시 활용"
"5998","서울시 행정정보 전면공개를 위한 혁신 모델 개발 연구용역","2012-05-01","2012-08-31","명지대학교 산학협력단","○ 정보공개 패러다임 변화     - 시정에 대한 시민의 참여욕구 증대에 따른 정책 추진과정의 투명한 공개로 시민의 신뢰와 적극적인 참여기반 조성     - 지식정보 사회로의 진전에 따라 시가 보유ㆍ관리하고 있는 다양한 정보에 대한 자유로운 접근으로 새로운 사회ㆍ경제적 가치 창출 기회 제공    ⇒ 정보공개에 대한 폐쇄적 소극적 관행 개선을 위한 업무 프로세스 및 조직문화 개선 요구    ※ 희망공약(소통 협력 참여 혁신 열린시정 2.0) 및 행정국 업무보고시 지시사항(’12.1.18)","○ 정보 생산부터 공개까지의 전 과정 실태 진단  ○ 정보공개 행정심판ㆍ소송 판례 등 실례 조사 및 적용    ○ 비공개 대상 정보의 명확한 가이드라인 규정   ○ 직원 인식 공개처리 관행 등 개선방안  ○ 네거티브 방식의 정보공개를 위한 단계별 추진방안 등"
"5571","성저십리 문화유적 보존대책 학술용역","2012-04-09","2013-08-30","재단법인 서울문화유산연구원","○ 성저십리 지역은 선사시대 삼국시대로 이어지는 서울 2000년 역사의 공간으로 긴밀한 연관관계를 형성하는 공간임  ○ 한강르네상스 및 용산구 마포구 일대 등 4대문 밖 지역의 급속한 대규모 개발사업 추진에 따른 성저십리 지역의 문화유적의 현황 파악과 보존대책 수립과 유적훼손 이전에 정밀조사하고 이에 따른 보존방인의 수립 추진 필요 시급   ○ 서울 4대문안 문화유적 보존방안이 전국 최초로 시도된 모범적인 사  업으로 사업성과가 우수하고 문화재 보존의 중요한 역사적 계기를 마련하였다는 평가에 이어 문화재청(매장문화재분과 4대문안 특별소위원회 2011.7.7) 성저십리로 확대 실시할 것을 권고","○ 성저십리 지역은 도성의 배후지역으로 선사시대부터 근현대까지 서울의 형성과 발전을 살필 수 있는 중요한 역사적 공간으로서 개발로 인한 유적훼손 이전에 정밀조사 추진 필요하며 ○ 2010년 추진시행중인 서울 4대문안 문화유적 보존방안이 전국 최초로 시도된 모범적인 사업으로 사업성과가 우수하고 문화재 보존의 중요한 역사적 계기를 마련하였다는 평가에 이어 문화재청(매장문화재분과 4대문안 특별소위원회 2011.7.7)에서 지표조사 공영제를 4대문안 지역과 밀접한 관계를 이루는 성저십리 지역으로  확대 실시할 것을 권고한 바 있으며 ○ 4대문안과 함께 서울의 실질적 역사공간에 포함되는 성저십리지역에 대해 지표조사 공영제를 확대 실시함으로써 도시 개발 이전에 문화유적을 체계적으로 조사해 보존하고 시민의 경제적 부담도 경감하고자 학술용역을 실시하고자 함"
